Degree,Asian Music,Blues,Chill Out/Trip-Hop/Lounge,Classical,Comedy,Contemporary R&B,Contemporary Soul,Country,Dancefloor,Dancehall/Ragga,Disco,East Coast,Film Scores,Films/Games,Folk,Hard Rock,Indie Rock/Rock pop,Jazz,Kids,Latin Music,Metal
105,0,5,1,2,2,11,1,2,10,0,4,2,14,14,23,9,4,1,3,11,6
12,0,0,0,0,0,3,0,0,0,0,1,0,1,2,2,0,0,0,0,1,2
14,0,1,0,0,1,3,0,0,3,0,1,1,1,1,6,1,0,0,1,3,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,3,0,2,0,1,1,1,0,0,1,1,1,1,1,2,1,1,0,2,1
5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0
8,0,0,0,1,2,0,0,0,2,0,1,0,1,2,0,0,0,1,0,2,1
6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1
24,0,0,0,0,0,4,0,1,3,0,0,0,2,2,3,3,0,1,1,2,3
13,0,2,0,0,0,1,0,0,1,1,0,0,0,0,7,2,1,0,0,3,2
18,0,2,0,1,0,4,0,2,1,0,0,0,1,1,0,2,2,0,0,2,1
6,0,0,0,1,0,1,0,0,2,0,0,0,1,1,1,1,0,1,0,0,2
7,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0
8,0,0,0,1,0,1,0,0,0,0,1,0,2,2,2,1,0,0,1,1,1
10,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2,1
19,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,3,2
11,0,0,0,0,0,3,1,2,1,0,1,0,1,1,3,0,0,1,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,2,0,0,0,2,0,0,2,0,1,0,6,6,8,3,0,0,1,2,1
24,0,4,2,0,0,6,0,3,3,1,0,2,7,7,8,1,2,1,0,5,3
15,0,0,0,0,1,1,0,0,2,0,1,1,1,2,2,0,0,1,0,3,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
3,0,1,0,0,0,2,0,0,1,0,0,0,2,2,1,1,0,1,0,0,1
38,1,1,0,0,2,3,0,1,4,0,4,1,5,5,6,3,0,1,0,5,2
12,0,0,0,0,1,1,1,0,2,0,1,0,4,4,2,1,0,1,2,3,1
4,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0
34,1,0,0,1,2,3,0,0,4,0,2,0,5,5,3,1,0,1,2,3,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,3,1,4,3,18,3,7,14,1,7,2,18,18,30,6,1,2,4,13,4
35,1,2,1,1,1,5,1,1,3,0,2,1,6,6,5,7,4,1,1,2,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,1,0,0,1,0,0,0,1,0,0,0,1,1,4,1,0,0,1,1,1
29,0,0,0,0,0,5,1,0,4,0,0,0,8,8,5,0,3,0,1,3,0
1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
10,0,1,1,0,1,2,0,1,3,0,1,0,3,3,4,2,1,0,0,5,2
13,0,0,0,0,1,4,0,1,3,0,0,1,1,1,2,1,0,0,0,2,0
30,0,0,1,0,3,6,0,1,4,0,1,3,4,5,1,1,1,1,1,2,4
78,1,4,1,0,3,14,3,4,10,1,7,1,15,17,17,9,5,3,2,14,6
7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0,0,0,1,0,0,1,0,0,1,2,2,0,1,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,1,0,0,1,4,0
34,0,1,0,1,0,7,2,1,3,0,4,1,7,8,5,2,3,2,1,6,1
18,0,2,0,3,0,2,2,0,0,0,0,0,4,4,2,3,3,1,0,2,3
18,0,0,0,0,0,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
20,0,1,0,0,1,3,0,0,1,0,1,1,3,3,2,3,1,1,0,3,3
20,0,0,0,1,0,1,0,3,0,0,1,0,3,3,5,1,0,1,1,3,2
21,0,0,0,0,1,3,0,1,1,0,0,0,3,3,5,0,0,1,0,2,1
6,0,0,0,0,0,1,0,0,1,0,1,0,2,2,0,2,1,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
67,3,1,1,1,3,11,1,2,13,1,1,2,14,16,13,3,4,2,0,12,2
4,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,2,1,1,1,3,0,3,4,0,1,0,4,4,6,4,3,1,0,1,4
3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
16,0,0,0,0,0,3,0,0,0,0,4,2,2,2,1,0,0,2,0,2,1
29,0,2,0,0,1,2,0,1,7,0,3,0,4,5,6,3,1,1,0,2,1
31,1,0,0,0,2,7,0,0,4,0,1,2,9,10,7,2,4,2,1,3,6
23,0,0,0,0,0,1,0,0,3,0,2,1,1,1,6,0,0,0,0,2,1
3,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1
21,0,1,0,0,0,1,1,1,0,0,1,1,4,4,14,1,1,0,2,1,1
16,0,1,1,2,0,1,1,1,3,1,2,1,4,4,1,2,0,1,0,4,3
11,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,2
9,0,1,1,0,0,1,1,1,0,0,2,0,2,2,2,0,3,2,0,0,0
17,0,1,0,1,0,2,0,0,2,0,1,1,3,4,3,2,0,0,1,4,1
7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0
10,0,0,0,0,0,4,0,0,3,2,0,0,1,1,1,0,0,0,0,3,0
13,0,1,0,1,0,4,1,2,0,0,1,0,3,3,3,3,2,1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,1,0,0,0,5,1,3,4,0,2,1,5,5,6,2,2,2,1,6,4
21,0,0,0,0,1,2,0,0,0,0,1,0,2,2,5,1,0,0,0,2,1
32,1,2,1,0,0,5,1,1,4,0,0,0,4,5,4,1,1,1,2,2,2
16,0,1,0,0,2,4,0,0,1,0,1,0,3,3,0,0,0,0,0,3,0
5,0,0,0,0,0,1,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0
2,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,2,1,1,0,2,4,1,0,4,0,1,0,6,6,7,2,1,1,2,5,3
66,0,1,0,0,0,8,0,4,8,0,1,2,8,8,14,4,3,2,5,13,5
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0
7,0,0,0,0,0,2,2,1,0,0,0,0,1,1,2,0,1,1,0,2,1
28,0,3,0,3,1,6,0,1,2,2,2,0,4,5,4,2,1,4,2,4,1
31,0,1,1,1,0,5,1,2,4,0,1,2,9,9,4,1,4,2,1,5,2
7,0,2,0,1,0,1,1,1,0,0,0,0,1,1,0,3,2,2,0,1,3
49,0,1,0,1,2,6,0,1,10,0,2,1,10,10,14,2,2,3,2,9,1
23,1,2,0,0,1,1,0,0,0,0,2,0,3,3,4,3,1,0,0,1,3
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
14,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4,2,0,0,0,2,2
12,0,1,0,1,0,0,0,1,2,0,2,0,2,2,4,2,2,0,0,1,1
9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
32,0,0,0,2,1,3,0,1,6,0,1,1,3,3,5,1,0,1,0,4,2
35,1,3,0,1,1,3,1,2,2,1,2,0,3,3,7,5,2,0,2,6,5
20,0,0,0,0,0,1,1,1,2,0,1,0,1,1,5,0,0,0,1,0,0
7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
47,0,1,0,1,2,9,0,3,12,1,1,1,9,10,13,2,1,1,2,7,2
29,0,2,0,1,0,2,2,2,0,0,2,2,4,5,11,4,2,1,1,2,2
10,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
8,0,3,1,1,1,0,1,1,2,0,2,0,1,2,2,3,1,2,0,0,2
14,0,0,0,0,1,5,2,1,2,0,0,0,2,2,3,1,2,1,0,1,0
28,0,0,1,0,0,3,0,0,3,0,3,0,4,4,7,1,0,0,1,1,1
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
13,0,0,2,2,1,3,3,0,1,1,4,1,2,3,2,4,2,1,1,0,3
29,0,1,0,0,2,4,0,0,5,0,3,1,6,6,7,1,0,1,2,3,0
25,0,1,0,0,0,2,0,1,4,0,0,0,3,4,7,4,1,0,0,1,5
5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,1,0,5,0,2,5,1,2,0,4,5,17,2,1,1,2,9,2
11,1,0,0,0,0,1,0,0,1,0,1,0,5,5,2,0,1,0,1,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
72,0,14,6,8,2,4,4,9,1,0,8,0,10,11,10,15,14,17,2,5,9
9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
42,1,0,0,0,2,10,0,3,4,0,4,2,9,9,6,3,1,1,4,3,2
27,0,1,0,0,0,3,1,1,3,0,1,1,2,2,6,0,1,1,1,4,2
3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2
5,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
11,0,0,0,1,1,4,0,0,3,1,2,1,0,1,3,1,0,0,0,2,1
7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
41,0,2,0,1,1,2,1,1,2,1,1,0,3,3,10,1,2,2,1,5,2
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,3,1
68,2,2,1,3,3,12,0,1,10,1,5,2,15,16,16,6,5,1,1,8,6
8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
5,0,0,0,0,1,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0,1
5,0,0,1,1,0,1,0,1,0,0,1,0,2,2,0,0,1,1,1,2,0
10,0,1,2,2,0,0,0,1,0,0,0,1,3,3,2,1,3,4,1,0,1
19,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,1,0,0,3,6
9,0,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,2
31,1,1,0,0,1,5,1,2,1,0,1,3,4,5,10,3,1,1,1,2,3
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0
10,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,1,0,0,0,1,1
10,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,1,2,0
18,0,1,0,0,0,3,1,0,0,0,0,0,4,5,1,0,0,1,0,4,1
1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1
6,0,0,0,0,0,2,2,1,1,0,0,0,2,2,1,0,0,0,2,1,1
25,1,1,0,0,2,6,1,1,8,1,1,1,8,8,8,4,1,0,2,7,3
3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
31,1,1,0,1,1,1,0,0,3,0,1,0,5,5,6,2,2,0,1,4,2
6,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
20,1,0,1,0,0,3,0,0,4,0,0,0,5,5,6,1,2,0,0,2,1
55,2,4,1,1,3,9,1,3,7,3,7,11,15,17,7,6,6,2,3,7,7
70,0,5,7,3,0,9,3,9,3,0,4,3,10,10,13,8,8,6,1,8,7
23,0,2,0,0,0,2,0,1,2,0,0,1,4,4,4,2,0,1,0,4,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,4,0
16,0,1,0,0,0,2,0,1,1,1,1,0,4,4,2,2,1,1,0,1,2
8,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
26,0,1,0,1,2,7,1,1,6,1,2,1,5,5,3,3,1,0,1,2,3
4,0,0,0,0,0,2,1,0,0,0,0,0,1,1,2,0,0,2,0,2,0
16,0,1,0,0,1,1,0,0,1,0,1,1,4,5,2,1,0,1,0,4,1
6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
11,0,3,0,1,0,1,0,2,0,0,1,0,2,2,3,4,2,0,0,0,1
34,0,1,1,0,0,6,1,1,5,2,3,3,8,8,5,2,0,1,2,4,2
19,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,1,1,0,0,1,0
5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
11,0,0,0,0,0,0,0,0,2,1,0,0,4,4,1,0,0,0,1,2,1
21,0,0,0,1,2,6,1,1,4,0,0,0,9,9,4,0,1,1,0,1,0
12,0,1,0,2,0,0,0,1,2,0,2,0,3,3,2,1,0,0,0,0,1
9,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,2,2,1,1,0,1
43,1,2,0,1,2,11,1,1,10,1,3,1,8,8,9,5,0,1,0,9,2
10,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,1,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10,0,3,1,0,0,1,0,2,0,1,1,1,2,2,3,2,1,0,0,1,3
6,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,0,0,3,0,0,1,0,2,2,4,4,2,2,1,1,3
27,2,1,0,1,1,3,1,1,3,1,2,2,4,5,4,4,0,0,4,1,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,0,3,0,0,2,8,1,1,9,0,1,2,5,6,9,3,3,1,2,4,2
20,0,4,1,2,0,5,3,1,2,0,2,0,4,4,3,4,5,2,1,6,1
38,0,0,0,2,1,10,1,2,9,1,2,1,8,8,8,3,0,0,1,4,4
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1,1,0,0,0,2,1,2,0,1,2,1,3,3,2,1,1,1,1,1,1
23,0,4,0,0,0,4,1,4,1,1,1,1,5,5,3,3,3,1,0,2,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,1,0,0,0,1,2,0,2,0,1,1,0,2,2,4,1,0,2,0,2,1
21,0,0,0,0,0,0,0,1,2,0,6,2,4,4,1,2,0,1,3,2,1
42,0,4,1,2,1,2,1,2,2,1,2,1,6,6,8,8,4,1,1,1,4
6,0,0,1,0,0,0,0,0,1,0,0,1,2,2,1,0,1,1,0,3,0
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,0,2,0,0,1,7,0,1,6,0,1,0,2,2,6,1,1,2,0,9,1
8,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,2,0,2,2,0,1
35,2,0,1,0,0,2,1,0,3,0,5,1,4,4,8,3,2,0,0,5,3
7,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0
17,1,0,1,1,1,1,1,0,1,0,1,0,2,2,2,1,1,0,0,2,1
31,0,0,1,2,0,8,0,2,7,0,2,4,9,10,8,1,1,1,1,5,2
14,0,1,0,0,1,0,0,0,2,0,1,0,2,2,6,3,2,0,0,2,1
18,0,0,0,0,1,0,0,0,0,0,1,0,1,2,4,0,0,0,0,6,0
35,1,0,0,1,1,6,0,1,8,2,1,1,10,10,6,0,1,0,2,3,3
7,0,1,0,2,0,1,0,0,0,0,0,0,1,1,2,1,2,1,0,1,2
19,0,1,1,1,0,2,0,3,3,0,1,1,3,3,0,3,2,2,1,0,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11,0,1,0,1,0,2,1,2,2,0,0,0,4,4,2,2,1,1,0,1,3
28,0,3,1,2,0,2,2,2,5,1,2,0,5,5,1,6,2,3,1,2,6
12,0,1,0,0,0,0,0,0,1,0,0,0,3,3,3,1,0,0,1,3,0
36,0,1,0,0,0,6,1,0,4,0,2,0,4,5,13,0,0,1,1,3,1
13,0,0,0,1,2,3,0,0,3,0,2,0,4,4,2,1,1,0,3,2,1
11,0,1,0,1,0,2,1,0,2,0,1,0,5,5,3,1,1,1,1,3,1
27,0,1,1,1,1,5,0,1,3,0,3,1,3,3,7,2,0,2,1,0,6
10,1,2,0,0,1,2,0,0,2,0,1,2,3,3,5,3,2,0,0,2,2
17,0,1,0,0,0,2,0,0,0,0,0,1,4,4,2,1,0,0,1,1,1
11,0,0,0,0,0,2,1,0,0,1,1,0,2,1,3,0,0,0,0,3,0
9,0,0,0,1,2,3,0,1,1,0,0,0,3,3,2,0,0,1,2,2,1
28,0,1,1,0,0,3,0,1,4,0,1,0,5,5,11,1,3,0,0,4,1
11,0,0,0,0,0,2,0,0,2,0,1,0,4,4,1,0,0,0,0,1,0
12,0,0,0,0,0,0,0,1,2,0,2,0,0,0,3,0,0,0,0,2,0
41,0,1,0,0,0,2,0,2,3,1,2,0,3,3,6,0,0,0,0,3,3
9,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,1,0,0,0,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,1,0,0,1,2,0,1,1,0,5,1,1,1,4,3,0,1,1,0,3
6,0,0,0,0,0,2,1,0,3,0,1,0,1,2,1,1,0,1,1,0,0
23,0,1,0,0,1,3,0,1,2,0,2,1,4,4,7,1,0,2,1,3,0
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0
26,0,2,0,2,3,6,1,0,6,1,1,1,7,7,4,2,0,1,1,8,0
6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6,0,2,0,0,0,4,0,1,0,0,2,2,2,2,1,1,1,0,0,1,0
25,0,1,1,0,1,3,0,0,5,0,1,2,6,7,5,2,1,0,2,3,1
2,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,0,1,0,0,1,0
11,0,3,0,0,0,0,0,1,1,1,0,0,2,2,4,3,3,0,0,1,3
13,0,2,0,0,0,1,0,0,2,0,0,1,1,2,3,2,1,0,1,1,2
12,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,1,1,3,0,0,0,0,0,1,5,5,0,0,0,0,1,3,0
46,0,1,0,1,0,10,0,2,8,0,2,1,10,10,16,1,1,1,3,9,3
8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14,0,0,1,1,1,1,1,0,1,0,2,1,4,4,4,1,2,0,1,1,0
10,0,3,2,0,0,1,1,1,0,0,0,0,2,2,2,4,4,3,1,1,1
9,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
19,0,3,4,0,0,4,2,2,2,1,2,3,5,5,3,0,2,4,0,1,2
4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
12,0,2,0,0,0,1,0,0,2,0,0,0,1,1,1,2,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20,0,5,2,1,0,5,1,2,1,2,3,3,6,7,3,9,4,4,1,3,3
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,1,0,1,1,1,4,0,1,6,1,1,0,5,6,9,0,2,0,4,5,1
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
71,0,4,0,0,5,5,1,2,15,0,3,3,8,14,21,7,4,2,3,7,6
25,0,1,1,2,0,2,0,0,3,0,2,0,3,3,8,2,1,1,0,4,5
47,0,0,0,4,1,11,2,1,9,1,0,1,10,11,6,2,1,1,5,2,4
32,0,0,0,0,1,3,0,2,4,0,0,0,2,2,5,2,0,1,0,4,3
8,0,0,1,1,0,1,0,0,1,0,2,0,2,2,3,2,0,3,0,1,0
6,0,1,0,0,0,0,0,1,1,0,0,0,3,3,2,0,1,0,0,0,0
12,1,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,1,0,1,1,3
5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7,0,0,1,0,0,2,0,0,1,0,0,0,3,3,1,0,0,0,0,2,0
20,1,1,0,1,4,6,1,2,5,0,2,0,1,2,3,0,1,1,1,2,1
14,0,0,0,0,1,1,0,0,0,1,0,0,4,4,3,0,0,1,1,2,1
36,0,4,2,3,0,6,2,3,3,1,1,4,6,6,5,8,5,8,0,4,7
10,0,0,1,2,1,2,0,1,3,0,2,1,4,4,5,0,1,2,0,2,0
6,0,0,1,0,1,1,0,0,1,2,0,0,2,2,2,0,1,1,0,2,0
7,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,2,0,0,2,2
14,0,0,0,0,1,2,0,0,3,0,0,1,4,4,5,1,0,0,0,2,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,4,0
6,0,0,0,0,0,1,1,0,1,0,0,0,1,1,4,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0,0,0,0,0,4,1,1,5,0,1,1,5,6,11,2,0,1,0,5,0
27,0,0,0,0,1,0,0,0,1,0,2,0,3,3,10,3,0,0,1,3,2
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
6,0,1,0,0,0,1,0,2,0,0,1,1,0,0,2,1,1,0,0,1,0
50,2,0,0,1,1,7,0,0,4,1,4,2,9,9,9,3,2,1,2,4,3
3,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
37,1,1,2,0,0,5,1,1,10,1,2,3,6,6,8,1,1,3,2,7,2
12,0,1,1,0,0,1,0,2,2,0,0,0,0,0,5,1,3,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,3,0,0,1,2,0,3,2,0,1,1,1,3,3,2,0,4,1,3,0
17,0,0,0,0,1,2,0,0,1,0,1,0,5,5,9,1,0,0,0,0,0
81,0,0,0,1,0,11,1,0,8,1,4,0,14,16,15,1,1,0,0,13,0
64,1,1,1,2,1,11,1,1,11,0,6,5,7,7,11,5,4,3,0,7,6
28,1,0,0,1,1,4,1,0,5,0,1,1,6,6,5,1,1,1,1,2,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,1,1,0,0,0,0,2,2,0,0,0,1,1,1,1,2,1,1,1,0
10,0,0,0,0,0,2,1,1,2,0,0,0,1,1,1,1,0,0,0,3,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
60,4,1,0,1,3,15,3,1,14,0,3,2,12,15,21,3,4,0,3,9,5
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15,1,0,0,1,0,1,0,0,1,0,2,1,2,2,2,2,1,0,1,2,1
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14,0,1,2,1,2,5,2,0,3,0,3,0,2,3,4,2,0,1,1,3,2
10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
6,0,0,1,0,0,1,0,1,1,0,0,1,0,1,3,0,0,1,0,0,0
8,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,1,1,0,1,3,1
26,0,2,1,0,0,7,1,1,2,0,3,0,3,3,5,1,0,0,2,1,1
7,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,3,0
30,1,0,1,0,1,5,0,2,3,0,0,1,6,6,4,3,0,2,2,5,6
21,1,1,0,1,1,4,0,0,1,0,2,3,5,5,2,4,2,1,0,3,1
9,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,0,1,2
21,0,2,0,0,1,1,1,0,2,1,2,1,1,1,5,2,1,1,0,4,6
18,0,1,0,1,0,2,1,2,2,1,0,1,2,2,1,0,1,0,0,3,2
20,0,0,0,2,1,2,1,1,3,0,1,2,4,4,4,1,2,1,0,1,3
2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
13,0,1,0,0,1,1,0,0,0,0,1,0,2,2,1,1,1,0,1,1,1
22,1,0,1,1,0,6,1,1,5,0,1,0,6,6,5,0,1,0,2,1,1
27,1,0,0,1,1,2,0,1,2,0,2,0,6,6,3,2,3,1,1,4,2
10,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,3,0
73,3,2,0,0,1,12,0,1,14,0,4,1,13,13,21,2,1,0,4,12,4
26,0,1,2,1,0,5,0,0,6,0,4,4,4,4,4,2,3,4,0,3,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89,0,2,1,3,3,14,4,3,12,0,1,0,14,17,24,6,3,3,4,11,5
4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,0,1,0,0,2,5,0,1,3,1,1,3,3,4,4,2,2,2,0,4,1
